id,question,choices,choices_list,question_concept,answerKey,answer_word,question_orthographic_noise,questionchatgpt_variations
f232bfea2a7611999688a252e476c040,"They had a theory of what they could do in t he big game, so over and over they would what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['park', 'practice', 'fact', 'practical', 'practise'], dtype=object)}","['park', 'practice', 'fact', 'practical', 'practise']",theory,B,practice,"{'0': 'They had a theory of what they could do in t he big game, so over and over they would what?', '0.005': 'They had a theory of what they could do in t he big game, so over and over they would wxat?', '0.01': 'They had a theory of what they coulu do in t he big game, so over and over they would what?', '0.015': 'rhey had a theory of what they could do in S he big game, so over and over they would what?', '0.02': 'They had a theory of what they could do inPt he big game, so over and over they would what?', '0.025': 'They had a theory of what they could do in t he big game, so over and over they would what?', '0.03': 'They had a theory of what tyey could do in t he big game, so over and ovpr they wouldswhat?', '0.05': 'They haZ a theory rf what they could do in t hH big game, so over and over they would what?', '0.1': 'They had a theory of whaj they could do in t he big Eame, so Gver and over Ihey woulv what?', '0.2': 'They GaP aPtheory of ghat they yould do mQ tLYY big gameAuDo Hver anb over tlAy would whalx'}","{'A1': 'They had a theory of what they could do in the big game, so over and over they would what?', 'A2': 'They had a theory about what they could do in the big game, so repeatedly they would what?', 'B1': 'Having a theory about what they could do in the big game, what did they repeatedly do?', 'B2': 'With a theory about what they could accomplish in the big game, what action did they repeatedly take?', 'C1': 'With a theory about their strategy for the big game, what action did they repeatedly perform?', 'C2': 'With a theory about what they could achieve in the big game, what action did they repeatedly undertake?'}"
91756d8e475d8d59fa0a4e35f408e366,"When you see something rise, you are where in relation to it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['sun set', 'near', 'fall', 'below', 'lower'], dtype=object)}","['sun set', 'near', 'fall', 'below', 'lower']",rise,D,below,"{'0': 'When you see something rise, you are where in relation to it?', '0.005': 'When you see something rise, you are where in relation to it?', '0.01': 'When you see something rise, you areOwhere in relation to it?', '0.015': 'When you see something rise, youxare where in relation to it?', '0.02': 'When you see something rise, you are where in relation to it?', '0.025': 'When you see something rise, you are where in rwlationAto it?', '0.03': 'When you see somethingTrise, you are ehere in relation to vt?', '0.05': 'When moU seb symething rise, you are where in relation to it?', '0.1': 'Fhen youQsee soQethingmrise, you are whereainnrelation to it?', '0.2': 'Whdn eou sHeVsoXetEineYrise,Zyou are bhere in relation Qo itW'}","{'A1': 'When you see something rise, you are where in relation to it?', 'A2': 'If you see something rise, where are you in relation to it?', 'B1': 'In relation to something rising, where are you when you observe it?', 'B2': 'When witnessing something rise, where are you positioned relative to it?', 'C1': 'Where are you located in relation to something rising when you see it?', 'C2': 'In terms of position, where are you when you observe something rise?'}"
866ea9c668c0b42df19fa20865e31f77,"They were getting ready for a really long hike, he put the food can in his what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['cabinet', 'house', 'recycling center', 'backpack',
       'make person sick'], dtype=object)}","['cabinet', 'house', 'recycling center', 'backpack', 'make person sick']",food can,D,backpack,"{'0': 'They were getting ready for a really long hike, he put the food can in his what?', '0.005': 'They were getting ready for a really long hike, he put the food can in his what?', '0.01': 'They were getting ready for a really long hike, he Dut the food can in his what?', '0.015': 'They wgre getting ready for a really long hike, he put the food can in his what?', '0.02': 'They were getting ready for a really long hike, he put the food can in his what?', '0.025': 'They were getting ready for a really long hike, he put the food can Qn his what?', '0.03': 'They iere getting ready for a really lUng hike, he put the fDod can in his Bhat?', '0.05': 'They were getting ready fJr a really long mike, he put thm food ccn in his mhat?', '0.1': 'Theyawere getting readyYfor a rLally long hike, he put the foodIcan in his what?', '0.2': 'They were getLing ready for a realcg loOg hikeIEhecput thD dood canXikPhisowhat?'}","{'A1': 'They were getting ready for a really long hike, he put the food can in his what?', 'A2': 'Preparing for a long hike, where did he place the food can?', 'B1': 'In preparation for a long hike, where did he store the food can?', 'B2': 'While getting ready for a lengthy hike, where did he place the food can?', 'C1': 'Getting prepared for a long hike, where did he stow the food can?', 'C2': 'During preparations for a long hike, where did he place the food can?'}"
22015315e7ff79386877828b4fa27799,Where would you keep a rug near your front door?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['persia', 'desk', 'table', 'living room', 'hall'], dtype=object)}","['persia', 'desk', 'table', 'living room', 'hall']",rug,D,living room,"{'0': 'Where would you keep a rug near your front door?', '0.005': 'Where would you keep a rug near your front door?', '0.01': 'Where would you keep a rug neJr your front door?', '0.015': 'Where would you keep a rug near your front Woor?', '0.02': 'Where would you keep a rug near your front door?', '0.025': 'Where woulw you keep a rug near jour front door?', '0.03': 'Where Fould you keep a rug near your front door?', '0.05': 'ZheRe would you keep a rug nCar your front door?', '0.1': 'Where rould yoZ keep b rugunear yous front dDor?', '0.2': 'IheNeAOouQd youukeeA a Dug Mear Iour Lront door?'}","{'A1': 'Where would you keep a rug near your front door?', 'A2': 'Where might you place a rug near your front door?', 'B1': 'In what location would you typically keep a rug near your front door?', 'B2': 'Where is a common place to position a rug near your front door?', 'C1': 'Where is it customary to keep a rug near your front door?', 'C2': 'Where is a typical spot to place a rug near your front door?'}"
484f6e4fb8e6431b010c299490b72e3c,When you slip from a ladder propped on anything what will you do?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['obesity', 'fall down', 'matter to', 'whatever', 'surprise'],
      dtype=object)}","['obesity', 'fall down', 'matter to', 'whatever', 'surprise']",anything,B,fall down,"{'0': 'When you slip from a ladder propped on anything what will you do?', '0.005': 'When you slip from a ladder propped on anything what will you do?', '0.01': 'When you slip from a ladder propped on anything what will you do?', '0.015': 'When you slip from a ladder propped on anything what will you do?', '0.02': 'WZen you slip from a ladder propped on anything what will you do?', '0.025': 'Whem you slip from a ladder propped on anythinj what will you do?', '0.03': 'When you slip from a ladder prMpUed on anything what will you doP', '0.05': 'When you alip from a ladder propped on anything what will you do?', '0.1': 'When Oou slip From G ladver proppeo on aDything what wKll you do?', '0.2': 'WhDg ydi slip fraG aglOkderhproppydfonXacyphingNwhat wijl sou go?'}","{'A1': 'When you slip from a ladder propped on anything what will you do?', 'A2': 'If you slip from a ladder propped on anything, what will you do?', 'B1': 'If you slip from a ladder resting on anything, what action will you take?', 'B2': 'What will you do if you slip from a ladder resting on anything?', 'C1': 'In the event of slipping from a ladder propped on anything, what action will you take?', 'C2': 'Upon slipping from a ladder propped on anything, what will you do?'}"
7322d0dcf2e27c7032626a3639f5696b,What do you do when you need to get food?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['table', 'disneyland', 'refrigerators', 'pantry', 'shop'],
      dtype=object)}","['table', 'disneyland', 'refrigerators', 'pantry', 'shop']",food,E,shop,"{'0': 'What do you do when you need to get food?', '0.005': 'What do you do when you need to get food?', '0.01': 'What do you do when you need to get food?', '0.015': 'What do you do when you need to get food?', '0.02': 'What do you do when you need to get foodW', '0.025': 'What do you do when you need tohget food?', '0.03': 'What do you db when you need to get food?', '0.05': 'What do you to wNen you need Bo get food?', '0.1': 'What do yEu do Qhyc you need to get fjod?', '0.2': 'What do you doCwhen ygu need to gst foid?'}","{'A1': 'What do you do when you need to get food?', 'A2': 'What action do you take when you need to obtain food?', 'B1': 'What steps do you follow when you need to acquire food?', 'B2': 'When you need to get food, what do you typically do?', 'C1': 'When needing to obtain food, what is your usual course of action?', 'C2': 'What is the usual procedure when you need to get food?'}"
0519b0b0869681c2884f53dbfa43e538,"Brad tried to arise from bed but he could not.  Instead, he just continued to do what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['go down', 'fall down', 'lie down', 'lie to himself', 'sit down'],
      dtype=object)}","['go down', 'fall down', 'lie down', 'lie to himself', 'sit down']",arise,C,lie down,"{'0': 'Brad tried to arise from bed but he could not.  Instead, he just continued to do what?', '0.005': 'Brad tried to arise from bed but he could not.  Instead, he just continued to do what?', '0.01': 'Brad tried to arise from bed but he could not.  Instead, he just continued to do what?', '0.015': 'Brad tried to arise from bed but he could not.  Instead, he just continued to do what?', '0.02': 'Brad tried to arise frou bed but he could not.  Instead, he just continued to do what?', '0.025': 'Brad tried to arisC from bed but he could nCt.  Instead, he just contiJued to do what?', '0.03': 'BrHd tried to arise from bef but he could not.  Instead, he just continued to do what?', '0.05': 'Brad tried toxarise from Ted but he could not.  Instead, he just continuedCto do what?', '0.1': 'Brai triedmto arise from bed but he could notF  Instead,The just continuew to do what?', '0.2': 'Brad tkieX TC irisemfrom bed ruJYOW coulnHnotK  Instead, he xust conuingydVto do whKO?'}","{'A1': 'Brad tried to arise from bed but he could not. Instead, he just continued to do what?', 'A2': 'Unable to get out of bed, what did Brad do instead?', 'B1': 'Brad attempted to get out of bed but failed. What did he do instead?', 'B2': 'After being unable to rise from bed, what did Brad do?', 'C1': 'Despite trying to get out of bed unsuccessfully, what did Brad continue to do?', 'C2': 'Failing to arise from bed, what action did Brad continue?'}"
1ab04c0501b815b2a48f2581f04215a8,"If a heifer is really high quality, you might take her where?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'dairy farm', 'cattle show', 'dairy barn', 'corral'],
      dtype=object)}","['home', 'dairy farm', 'cattle show', 'dairy barn', 'corral']",heifer,C,cattle show,"{'0': 'If a heifer is really high quality, you might take her where?', '0.005': 'If a heifer is really high quality, you might take her where?', '0.01': 'If a heifer is really high quality, you might take her where?', '0.015': 'If a heifer is really high quality, you might take her where?', '0.02': 'If a heifer is really high quality, you might tage her where?', '0.025': 'If a heifer is jeally high quality, you might take her where?', '0.03': 'If a heifer is really high quFlity, Jou mighN take her where?', '0.05': 'If a heifer is really high qualityu you might thke her where?', '0.1': 'IO a heiferJik really higR quarity, you LiDht take her wJere?', '0.2': 'If adhhifeQ is realgy highLqNalityL yoD mVght take her whXSe?'}","{'A1': 'If a heifer is really high quality, you might take her where?', 'A2': 'Where might you take a heifer if she is of exceptionally high quality?', 'B1': 'In the case of a very high-quality heifer, where might you bring her?', 'B2': 'Where would you consider taking a heifer if she is of extremely high quality?', 'C1': 'For an exceptionally high-quality heifer, where might you choose to take her?', 'C2': 'Where would you take a heifer of remarkably high quality?'}"
7776b10c7bb96f3fe5e026678673634d,What do people want to acquire from opening business?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['home', 'wealth', 'bankruptcy', 'lose money', 'get rich'],
      dtype=object)}","['home', 'wealth', 'bankruptcy', 'lose money', 'get rich']",opening business,B,wealth,"{'0': 'What do people want to acquire from opening business?', '0.005': 'What do people want to acquire from opening business?', '0.01': 'What do people want to acquire from opening business?', '0.015': 'What do people want to acquire from opening business?', '0.02': 'What do peoplj want to acquire from opening business?', '0.025': 'What do heople wLnt to acquire from opening business?', '0.03': 'WPat do peopEe want to acquire from openigg business?', '0.05': 'What do people want to acquire from opXning business?', '0.1': 'nhat doQpeopleswant to acquire from opeving business?', '0.2': 'WhathPo peqGleywant to acqWiQe flomCohenvng bqsinass?'}","{'A1': 'What do people want to acquire from opening business?', 'A2': 'What is the goal of people opening a business?', 'B1': 'What do people aim to achieve by opening a business?', 'B2': 'What is the desired outcome for people when they open a business?', 'C1': 'What is the objective of individuals when they open a business?', 'C2': 'What do people seek to gain by opening a business?'}"
f7c005244d406b9bde48dc8c22003af1,What has someone who had finished their undergraduate done?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['graduated', 'masters', 'postgraduate', 'phd', 'professor'],
      dtype=object)}","['graduated', 'masters', 'postgraduate', 'phd', 'professor']",undergraduate,A,graduated,"{'0': 'What has someone who had finished their undergraduate done?', '0.005': 'What has someone who had finished their undergraduate done?', '0.01': 'What has someone who had finished their undergraduate done?', '0.015': 'What has someone who had finished tIeir underzrvduate Aone?', '0.02': 'What has somSone who had finished their undergraduate done?', '0.025': 'What has someone who had finished their undergraduate done?', '0.03': 'What haj someone who had finished their uCdergraduate done?', '0.05': 'What has sGmeone who had finishbd their undergraduateAdone?', '0.1': 'What has someonO bho hadtEinished their uadergraduateedone?', '0.2': 'What has qomeone Who hld VinishNd theWr unOergraYuate done?'}","{'A1': 'What has someone who had finished their undergraduate done?', 'A2': 'What accomplishment does someone who has completed their undergraduate studies have?', 'B1': 'What has someone achieved when they have finished their undergraduate studies?', 'B2': 'Upon completing their undergraduate studies, what has someone accomplished?', 'C1': 'What milestone has been reached by someone who has finished their undergraduate studies?', 'C2': 'What has someone attained upon completing their undergraduate studies?'}"
88501d528c855e2b533b3fea2f86183d,Where are bus stops more common in what parts?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['ocean', 'getting off of bus', 'airport', 'urban area', 'towns'],
      dtype=object)}","['ocean', 'getting off of bus', 'airport', 'urban area', 'towns']",bus stop,D,urban area,"{'0': 'Where are bus stops more common in what parts?', '0.005': 'Where pre bus stops more common in what parts?', '0.01': 'Where are bus stops more common in what partd?', '0.015': 'Where are bus stops more common in what parts?', '0.02': 'Where are bus stops more common pn what parts?', '0.025': 'Where are bus stops more common in what parts?', '0.03': 'uhere are bus stops more commoJ in what parts?', '0.05': 'Where are bus stops more common in what partsY', '0.1': 'Where are busbstops more common in what parts?', '0.2': 'WIere FreBbusUsWopg mFre coIdon Dn shabOOarUss'}","{'A1': 'Where are bus stops more common in what parts?', 'A2': 'In what areas are bus stops more frequently found?', 'B1': 'In which parts are bus stops more commonly found?', 'B2': 'Where are bus stops typically more prevalent?', 'C1': 'In what regions are bus stops more commonly distributed?', 'C2': 'Where are bus stops more commonly located?'}"
3d9c3253e24fb108cea9083e8a853cf2,"Bill wanted to pick up a stranger, preferably a responsible one with kids.  Where might he look for one?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bus station', 'paradise', 'train station', 'park', 'sea'],
      dtype=object)}","['bus station', 'paradise', 'train station', 'park', 'sea']",stranger,D,park,"{'0': 'Bill wanted to pick up a stranger, preferably a responsible one with kids.  Where might he look for one?', '0.005': 'Bill wanted to pick up a stranger, preferably a responsible oie with kids.  Where might he look for one?', '0.01': 'BilD wanted to pick up a stranger, pMexerably x reAponsible one with kids.  Where might he look for one?', '0.015': 'Bill wanted to pick up a stranger, preferably a responsible one with kids.  Where might he look for one?', '0.02': 'Bill wanted to pick up a strJnger, preferably a responsible one with kids.W Where might he look for one?', '0.025': 'Bill wanted to pick up a stranger, preferably a responsible one with kids.  Where might he look for one?', '0.03': 'Bill wanted So pick up u stranger, preferably a responsible rne with kids.  Where might he look for one?', '0.05': 'BslKTwanted to pick up W stranger, preferabWyya responsible one with kids.  Where might he look for one?', '0.1': 'Bill waXted to ricU up a sOranger, prefqrably H responsible one wiCh kids.  Where mught he look for one?', '0.2': 'BKll wanted wo piYk up arstrangau, preferaVKy a responsible one withVkidsT  WFeFeQmight hE look Zor one?'}","{'A1': 'Bill wanted to pick up a stranger, preferably a responsible one with kids. Where might he look for one?', 'A2': 'Bill wanted to find a stranger, preferably a responsible one with kids. Where could he search?', 'B1': 'Bill intended to find a stranger, preferably a responsible one with kids. Where would he search?', 'B2': 'In search of a stranger, preferably a responsible one with kids, where might Bill look?', 'C1': 'Bill wanted to locate a stranger, preferably a responsible one with kids. Where might he conduct his search?', 'C2': 'Bill sought to find a stranger, preferably a responsible one with kids. Where might he initiate his search?'}"
9808782b2e2e1bfbfa27c41e605bfffe,Where might a lemur frolic in the market?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['desert', 'hole', 'india', 'cage', 'rain forest'], dtype=object)}","['desert', 'hole', 'india', 'cage', 'rain forest']",lemur,C,india,"{'0': 'Where might a lemur frolic in the market?', '0.005': 'Where might a lemur frolic in the market?', '0.01': 'Where might a lemur frolic in the market?', '0.015': 'Where might a lemur frolic in jhe market?', '0.02': 'Where might a lemur frolic in the market?', '0.025': 'Where moght a lemur frolic in theWmarket?', '0.03': 'Where might a lemur frolic in the market?', '0.05': 'Where might a lemur frolic in the market?', '0.1': 'Where mightea lemur frolichin the market?', '0.2': 'Where mighT i leutrffDolic in the market?'}","{'A1': 'Where might a lemur frolic in the market?', 'A2': 'In what location could a lemur play around in the market?', 'B1': 'Where could a lemur be seen frolicking in the market?', 'B2': 'Where in the market might one spot a lemur frolicking?', 'C1': 'In what area of the market might a lemur engage in frolicking?', 'C2': 'Where might a lemur play around in the market?'}"
c432b860fcd7297751ff5254ec4a7956,What might I place under the furniture?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['rug', 'room', 'toy', ""friend's house"", 'building'], dtype=object)}","['rug', 'room', 'toy', ""friend's house"", 'building']",furniture,A,rug,"{'0': 'What might I place under the furniture?', '0.005': 'What might I place under the furniture?', '0.01': 'What might I placeWunder the furniture?', '0.015': 'What might I place under the furniture?', '0.02': 'What might I place under the furniture?', '0.025': 'What might K place under the furniture?', '0.03': 'What might I place under the furniture?', '0.05': 'What migqt I place under the HurnKturek', '0.1': 'What might ILplace undes the furniturAn', '0.2': 'What might P place uAdervtwe furRitureP'}","{'A1': 'What might I put under the furniture?', 'A2': 'What can I put under the furniture?', 'B1': 'What could I place under the furniture?', 'B2': 'What could I put under the furniture?', 'C1': 'What could be placed under the furniture?', 'C2': 'What could I consider placing under the furniture?'}"
732af155f677a51d05d0c9e080d598b6,Everybody began performing once their director stated what?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['fear', 'injury', 'happiness', 'action', 'cut'], dtype=object)}","['fear', 'injury', 'happiness', 'action', 'cut']",performing,D,action,"{'0': 'Everybody began performing once their director stated what?', '0.005': 'Everybody began performing once their director stated what?', '0.01': 'Everybody began performing once their director stated what?', '0.015': 'Everybody began performing once their director stated what?', '0.02': 'Everybody began performing once their director stated what?', '0.025': 'Everybody began pQrforming once their director stated what?', '0.03': 'Everybody begaY performing once their director stated what?', '0.05': 'EverybodyQbegan performing once their directorkstated what?', '0.1': 'EverygTdyTbegan perfurmingvonqe their eirector statGdwwhat?', '0.2': 'EveeObhdk begam perfogming onFe tweiI dWrRctoC stafedwwhat?'}","{'A1': 'Everybody began performing once their director stated what?', 'A2': 'When their director stated what, everybody started performing?', 'B1': 'What did everybody start doing once their director stated something?', 'B2': 'Once their director stated what, everybody commenced performing?', 'C1': 'What action did everybody initiate when their director stated something?', 'C2': 'Once their director stated something, what was the response of everybody?'}"
48abc2c113623fd72f758502529f93a5,"By learning about the world, many poor college students gain what?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['pleasure', 'greater mobility', 'desire to travel',
       'global warming', 'increased security'], dtype=object)}","['pleasure', 'greater mobility', 'desire to travel', 'global warming', 'increased security']",learning about world,C,desire to travel,"{'0': 'By learning about the world, many poor college students gain what?', '0.005': 'By learning about the world, many poor college students gain what?', '0.01': 'By learning about the world, many poor college students gain what?', '0.015': 'By learning about the world, many poor college students gain bhat?', '0.02': 'By learning about the world, many poor college students gain what?', '0.025': 'By learning about the world, many poor college students gain what?', '0.03': 'By learning about the world, many poor college studenQs gain what?', '0.05': 'By learning aboutGthe womld, many Hoor college students Eain what?', '0.1': 'By uearming about tho Qorld,tmany poor coclege studdntsOgain what?', '0.2': 'By learningiuboct twe Borlp, mane pDor coIljge studlnYs Oain whaK?'}","{'A1': 'By learning about the world, many poor college students gain what?', 'A2': 'What do many poor college students gain by learning about the world?', 'B1': 'What do many poor college students acquire through learning about the world?', 'B2': 'Through learning about the world, what do many poor college students obtain?', 'C1': 'What is the benefit for many poor college students in learning about the world?', 'C2': 'Through learning about the world, what do many poor college students achieve?'}"
03f06f77aaf80b5f5e296ffbd11e9d82,Where are required to carry books all day?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array([""friend's house"", 'university', 'large city', 'storage', 'table'],
      dtype=object)}","[""friend's house"", 'university', 'large city', 'storage', 'table']",books,B,university,"{'0': 'Where are required to carry books all day?', '0.005': 'Where are required to carry books all day?', '0.01': 'Where are required to carry books all day?', '0.015': 'Where are required to carry fooks all day?', '0.02': 'Where are required to carry books all day?', '0.025': 'Where are required to carry books all day?', '0.03': 'Where are rexuired to carry books all day?', '0.05': 'Where are required tovcarry bookshall day?', '0.1': 'Where are resGired to carryNbooks all day?', '0.2': 'Whers Pre requirekMto carry booksDall dab?'}","{'A1': 'Where do you have to carry books all day?', 'A2': 'Where are you required to carry books all day?', 'B1': 'Where must books be carried all day?', 'B2': 'Where are books required to be carried all day?', 'C1': 'Where is it obligatory to carry books all day?', 'C2': 'Where are books mandated to be carried all day?'}"
e7084c166ec67d0f983a26e055e845c6,where is seaweed from?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['beach', 'sea', 'ocean', 'water', 'sea plant'], dtype=object)}","['beach', 'sea', 'ocean', 'water', 'sea plant']",seaweed,C,ocean,"{'0': 'where is seaweed from?', '0.005': 'where is seaweed from?', '0.01': 'where is seaweed from?', '0.015': 'where is seaweed from?', '0.02': 'where is seawRed from?', '0.025': 'where is seaweed from?', '0.03': 'where is seaweed from?', '0.05': 'wheue is seaweed from?', '0.1': 'where is seaweed fUov?', '0.2': 'BMeXe Ds seacZnd frUm?'}","{'A1': 'Where does seaweed come from?', 'A2': 'From where does seaweed originate?', 'B1': 'From where is seaweed sourced?', 'B2': 'Where does seaweed typically originate?', 'C1': 'Where is the origin of seaweed?', 'C2': 'From where does seaweed primarily come from?'}"
c55c31b5a2aa996f3b75ad88c017a6b9,how can i store cooked steak?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['oven', 'freezer', 'plate', 'tupperware', 'grill'], dtype=object)}","['oven', 'freezer', 'plate', 'tupperware', 'grill']",steak,B,freezer,"{'0': 'how can i store cooked steak?', '0.005': 'how can i store cooked steak?', '0.01': 'how can i stQre cooked steak?', '0.015': 'how can i store cAoked steak?', '0.02': 'how can i sqore cooked steak?', '0.025': 'hoh can i store cooked steak?', '0.03': 'how can D stKre sooked steak?', '0.05': 'how can i store cookedJsteak?', '0.1': 'how can iqstorezcookedqsteak?', '0.2': 'how can i ctore cVoked stIakU'}","{'A1': 'How can I keep cooked steak?', 'A2': 'How do I store cooked steak?', 'B1': 'How should I store cooked steak?', 'B2': 'How can cooked steak be stored?', 'C1': 'What is the recommended method for storing cooked steak?', 'C2': 'How can one properly store cooked steak?'}"
463521a93ae71e93bea8b97cdf7a6792,John wanted to clean all of the dust out of his place before settling down to watch his favorite shows.  What might he hardest do dust?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['closet', 'under the bed', 'television', 'attic', 'most buildings'],
      dtype=object)}","['closet', 'under the bed', 'television', 'attic', 'most buildings']",dust,D,attic,"{'0': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows.  What might he hardest do dust?', '0.005': 'John wanted to clean all of the dust out of his place befoae settling down to watch his favorite shows.  What might he hardest do dust?', '0.01': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows.  What might he hardest do dust?', '0.015': 'John wanted to clean all of the dust outvof his place before settling down to watch his favorite shows.  WhatGmighthhe hardest do dust?', '0.02': 'tohn wanted to clean all of theMdust out of his place before settling down td watch uis favorite shows.  What mightkhe hardest do dust?', '0.025': 'John wanted tohclean ayl of the dust out of his plJce before settlicg down to watch his favorite showse  What might he hardest do dustN', '0.03': 'John wanted to cKean all of tho dust out of his place before settling down to watch his favorite shows.  What might heZhardest do dust?', '0.05': 'John wanted to clean all of the xust oBt of his place before settling down to watch his favorite shows.  WhaG mmght he Eardest do dust?', '0.1': 'John wanted to clean all of the dust wut of his plKcU before settling down Po watch hif favomite shows.  WhaB might he haHdest do dust?', '0.2': 'JoYnAwanted toHclean alc tf thJ drst out oO hiy place beffre settling down to watch Bps favoLite showr.  WsUt might he harKest JophysK?'}","{'A1': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows. What might be the hardest thing to dust?', 'A2': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows. What might be the most difficult thing to dust?', 'B1': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows. What could be the most challenging thing to dust?', 'B2': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows. What might pose the greatest challenge in terms of dusting?', 'C1': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows. What could be the most arduous item to dust?', 'C2': 'John wanted to clean all of the dust out of his place before settling down to watch his favorite shows. What might prove to be the most challenging to dust?'}"
c036ce033bc429ac1aba0a6ac8d057e1,"Something had the nerve to break into the garbage last night, what did it?","{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['eyes', 'animal', 'fingertips', 'brainstem', 'human body'],
      dtype=object)}","['eyes', 'animal', 'fingertips', 'brainstem', 'human body']",nerve,B,animal,"{'0': 'Something had the nerve to break into the garbage last night, what did it?', '0.005': 'Something had the nerve to break into the garbage last night, what did it?', '0.01': 'Something had the nerve to break into the garbage last night, whatddid it?', '0.015': 'Something had the nnrve to breakWinto the garbage last night, what did it?', '0.02': 'Something had the nMrve to break into the garbage last night, what did it?', '0.025': 'Something had the nervq to break into the garbaCe last nigbt, what did itW', '0.03': 'Svmething had the nerve to bVeak intouthe garbage last night, what did it?', '0.05': 'Something had thE nerve to break inxo the garbage last night, what did it?', '0.1': 'Something Lad thJ nerve toVbreak into the grrbaEe labt night, what did it?', '0.2': 'Sometaing had theynervM to breakrinto tDe gIrbage last Cight, whaD eid it?'}","{'A1': 'Something had the nerve to break into the garbage last night, what did it?', 'A2': 'What had the audacity to break into the garbage last night?', 'B1': 'What dared to break into the garbage last night?', 'B2': 'What had the boldness to break into the garbage last night?', 'C1': 'What had the temerity to break into the garbage last night?', 'C2': 'What had the gall to break into the garbage last night?'}"
db7f2bfdabcf53d6778fd7af80b603d2,Where would you go to get some pamphlets if you want to own them?,"{'label': array(['A', 'B', 'C', 'D', 'E'], dtype=object), 'text': array(['bookstore', 'drawer', 'health department', 'mail box', 'library'],
      dtype=object)}","['bookstore', 'drawer', 'health department', 'mail box', 'library']",pamphlets,A,bookstore,"{'0': 'Where would you go to get some pamphlets if you want to own them?', '0.005': 'Where would you go to get some pamphlets if you want to own them?', '0.01': 'Where would you go to get some pamphlets ifZyou want to own them?', '0.015': 'Where would you go to get some pamphlets if you wanthto own them?', '0.02': 'Where would you go to get Lome pamphlets if you want to own them?', '0.025': 'Where would you go to get some pamphlets if you wAnt to own them?', '0.03': 'Where wouldWyou go to get Nome pamphlets if you wantoto own them?', '0.05': 'Where would you go to get some pamphlets if youhwant to own them?', '0.1': 'WWere nould you gR tohget some pamphletsjif youNwant to own them?', '0.2': 'WhereHwquld you go io get some Camphlets if you wantYto HPn themg'}","{'A1': 'Where would you go to get some pamphlets if you want to own them?', 'A2': 'Where could you go to get some pamphlets if you want to own them?', 'B1': 'Where might you go to get some pamphlets if you want to own them?', 'B2': 'Where could one go to get some pamphlets if they want to own them?', 'C1': 'Where is a suitable place to go to get some pamphlets if you want to own them?', 'C2': 'Where might one visit to get some pamphlets if they want to own them?'}"
